Country ;Announced Prefix;Description ;Valid ROA ;Parent Prefix ;RIR
United States (US) Flag ;2001:550:40b::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:40c::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:40d::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:500::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:701::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:801::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:802::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:803::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:905::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:909::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a04::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a09::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a0c::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a0d::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a0f::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a10::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a11::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a12::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:b01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c05::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c06::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c07::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c09::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c0a::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:c0b::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d02::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d05::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d06::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d07::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d08::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d0b::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:d0c::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:e05::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1201::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1202::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1401::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1500::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1501::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1601::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1603::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1606::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1608::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1702::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1800::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1801::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1905::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b04::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b05::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b06::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b07::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b08::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1b09::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1c00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1d01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1d02::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1d03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1d04::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1d06::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1d07::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:1e01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2102::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2103::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2104::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2105::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2109::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:210a::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2202::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2203::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2205::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2206::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2207::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2208::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:220a::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:220b::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:220f::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2216::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:221d::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:221e::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2301::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2302::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2402::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2502::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2603::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2604::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2803::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2804::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2805::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2900::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2902::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2903::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2a01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2b01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:2f00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3001::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3100::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3102::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3103::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3404::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3501::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3700::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3b01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3d01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3d05::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3d08::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3d09::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3d0a::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3d0b::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:3d0c::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4001::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4101::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4200::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4600::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4601::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4602::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4702::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4a00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4a02::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:4f01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5402::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5601::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5602::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5603::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5604::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5607::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5c01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5c02::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5c03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5c05::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:5c06::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:6204::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:6205::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:6602::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:6a00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:6c03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:6f00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:7201::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:7202::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:7703::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:7706::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:7709::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:8302::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:8303::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:8b00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:8b01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:8e02::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9000::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9100::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9201::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9401::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9801::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9802::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9c00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9c03::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9f01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:9f02::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a200::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a601::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a901::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:a904::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:aa00::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:aa01::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:b000::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:b700::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
United States (US) Flag ;2001:550:b800::/48 ;Cogent Communications ;;2001:550::/32 ;ARIN
Germany (DE) Flag ;2001:978::/32 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:200::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Belgium (BE) Flag ;2001:978:202::/48 ;Teleweb BVBA ;;2001:978::/32 ;RIPE
Czech Republic (CZ) Flag ;2001:978:600::/48 ;TTC Teleport, s.r.o. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:901::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:907::/48 ;Agora.io ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:908::/48 ;Agora.io ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:a00::/48 ;SJT CONSULTING ;;2001:978::/32 ;RIPE
Spain (ES) Flag ;2001:978:1401::/48 ;Telmi Telecom S.L ;;2001:978::/32 ;RIPE
Spain (ES) Flag ;2001:978:1403::/48 ;HAProxy Technologies Inc ;;2001:978::/32 ;RIPE
Spain (ES) Flag ;2001:978:1404::/48 ;Agora.io ;;2001:978::/32 ;RIPE
Spain (ES) Flag ;2001:978:1405::/48 ;Agora.io ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:1801::/48 ;EXAPROBE SAS ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:1b03::/48 ;IDNOMIC ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:1c00::/48 ;ISVTEC ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:1d01::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:1e01::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:1e03::/48 ;Neolane ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:2000::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
United Kingdom (GB) Flag ;2001:978:2101::/48 ;Iomart plc ;;2001:978::/32 ;RIPE
United Kingdom (GB) Flag ;2001:978:2102::/48 ;Iomart plc ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:2203::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
United Kingdom (GB) Flag ;2001:978:2301::/48 ;UK Fast.Net Ltd ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:2303::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:2307::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:230a::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Croatia (HR) Flag ;2001:978:2800::/48 ;RIFIN d.o.o. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:3500::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Slovakia (SK) Flag ;2001:978:3901::/48 ;ENAHOST s.r.o. ;;2001:978::/32 ;RIPE
Ukraine (UA) Flag ;2001:978:3a00::/48 ;Ciklum ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:3b01::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:3c02::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Netherlands (NL) Flag ;2001:978:3c04::/48 ;Hatching International B.V. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:3c06::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Netherlands (NL) Flag ;2001:978:3c0a::/48 ;CHINACACHE NORTH AMERICA, INC ;;2001:978::/32 ;RIPE
Netherlands (NL) Flag ;2001:978:3c0b::/48 ;Netspark LTD ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:4000::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:4201::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
United Kingdom (GB) Flag ;2001:978:4700::/48 ;Red Gate Software Limited ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:5301::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:5400::/48 ;Mobyquest ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:5a00::/48 ;HaiSoft SARL ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:5a01::/48 ;GROUPE CYRES ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:5d02::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Sweden (SE) Flag ;2001:978:5d03::/48 ;Anzena Sourzing AB ;;2001:978::/32 ;RIPE
United Kingdom (GB) Flag ;2001:978:6401::/48 ;Data Centre Partners Limited ;;2001:978::/32 ;RIPE
Netherlands (NL) Flag ;2001:978:6711::/48 ;Mosecker GmbH & Co. KG ;;2001:978::/32 ;RIPE
Netherlands (NL) Flag ;2001:978:6713::/48 ;Briva Groep B.V. ;;2001:978::/32 ;RIPE
Netherlands (NL) Flag ;2001:978:6714::/48 ;KiKxxl GmbH ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:7302::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Finland (FI) Flag ;2001:978:7401::/48 ;Yandex Europe BV ;;2001:978::/32 ;RIPE
Spain (ES) Flag ;2001:978:7500::/48 ;BAEL INGENIERIA S.L ;;2001:978::/32 ;RIPE
Spain (ES) Flag ;2001:978:7501::/48 ;Sky Internet ;;2001:978::/32 ;RIPE
Netherlands (NL) Flag ;2001:978:7601::/48 ;Bermond Management LTD ;;2001:978::/32 ;RIPE
Switzerland (CH) Flag ;2001:978:8700::/48 ;Starhome MACH ;;2001:978::/32 ;RIPE
United Kingdom (GB) Flag ;2001:978:8801::/48 ;ZanaNet Limited ;;2001:978::/32 ;RIPE
France (FR) Flag ;2001:978:9900::/48 ;Kantar SAS ;;2001:978::/32 ;RIPE
Belgium (BE) Flag ;2001:978:a500::/48 ;Brainbridge bvba ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:a501::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Switzerland (CH) Flag ;2001:978:ae00::/48 ;Atabasca Systems AG ;;2001:978::/32 ;RIPE
Switzerland (CH) Flag ;2001:978:ae01::/48 ;Openfactory Services UG ;;2001:978::/32 ;RIPE
Serbia (RS) Flag ;2001:978:b600::/48 ;Host Media DOO ;;2001:978::/32 ;RIPE
Germany (DE) Flag ;2001:978:b700::/48 ;Cogent Communications Group, Inc. ;;2001:978::/32 ;RIPE
Australia (AU) Flag ;2001:df1:6e80::/48 ;MediaMall Technologies, Inc. ;;2001:df1:6e80::/48 ;APNIC
United States (US) Flag ;2001:49f0:2920::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a000::/36 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a004::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a005::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a006::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a007::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a008::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a009::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a00a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a00c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a00d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a00f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a010::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a014::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a015::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a016::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
