Country ;Announced Prefix;Description ;Valid ROA ;Parent Prefix ;RIR
United States (US) Flag ;2001:49f0:a019::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a01b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a01e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a020::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a021::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a022::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a023::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a025::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a026::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a028::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a029::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a02a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a02b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a02c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a02d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a02e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a02f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a031::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a032::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a033::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a034::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a035::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a036::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a039::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a03a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a03b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a03c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a040::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a041::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a042::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a043::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a044::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a045::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
countries. () Flag ;2001:49f0:a047::/48 ;;;;
United States (US) Flag ;2001:49f0:a048::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a04a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a04b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a04c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a04d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a04f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a053::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a054::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a055::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a056::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a058::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a059::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a05d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a05f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a063::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a064::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a065::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a066::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a067::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a068::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a069::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a06b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:a070::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d001::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d002::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d003::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d004::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d005::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d006::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United Kingdom (GB) Flag ;2001:49f0:d007::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d008::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d009::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d00a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d00c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d00d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d00e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d010::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d011::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d012::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d013::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d014::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d015::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d016::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d017::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d018::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d01b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d01c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d01d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
Spain (ES) Flag ;2001:49f0:d01e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
Germany (DE) Flag ;2001:49f0:d01f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d020::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d021::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d022::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
Netherlands (NL) Flag ;2001:49f0:d023::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
Netherlands (NL) Flag ;2001:49f0:d024::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d025::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d026::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d027::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d028::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d029::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d02a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d02b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d02c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
Netherlands (NL) Flag ;2001:49f0:d02d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d02e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d02f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d030::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d031::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d032::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d034::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d03f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d040::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d041::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d042::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d043::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d044::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d045::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d046::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d047::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d048::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d049::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d04a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d04c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d04d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d04e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d04f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d050::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d051::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d052::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d053::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d054::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d055::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d057::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d058::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d059::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d05a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d05b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d05c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d05d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d05e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d05f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d060::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d061::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d062::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d063::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d064::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d065::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d066::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d067::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d068::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d069::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d06a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d06b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d06c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d06d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d06e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d06f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d070::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d071::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d072::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d073::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d074::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d075::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d076::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d077::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d078::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d079::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d07a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d07b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d07c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d07d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d07e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d07f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d080::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d081::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d082::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d083::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d084::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d085::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d086::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d087::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d089::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d08a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d08b::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d08c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d08d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d08e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d08f::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d090::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d091::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d092::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d093::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d094::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d095::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d096::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d097::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d099::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d09a::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d09c::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d09d::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d09e::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a0::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a1::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a2::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a3::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a5::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a6::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a7::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a8::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0a9::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0aa::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ab::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ac::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ad::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ae::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b0::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b1::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b2::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b3::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b4::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b5::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b6::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b7::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b8::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0b9::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ba::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0bb::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0bc::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0bd::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0be::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0bf::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c1::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c2::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c3::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c4::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c5::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c6::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c7::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c8::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0c9::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d0::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d1::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d2::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d3::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d4::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d5::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d7::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0d8::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0dd::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0de::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0df::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e0::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e1::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e2::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e4::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e5::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e7::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e8::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0e9::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ea::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0eb::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ec::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ed::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ee::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0ef::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0f0::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
United States (US) Flag ;2001:49f0:d0f1::/48 ;FDCservers.net ;;2001:49f0::/32 ;ARIN
Hong Kong (HK) Flag ;2402:4480::/33 ;Cogent Communications, Inc ;;2402:4480::/32 ;APNIC
Hong Kong (HK) Flag ;2402:4480:300::/48 ;Cogent Communications, Inc ;;2402:4480::/32 ;APNIC
Hong Kong (HK) Flag ;2402:4480:301::/48 ;Cogent Communications, Inc ;;2402:4480::/32 ;APNIC
