Country ;Announced Prefix;Description ;Valid ROA ;Parent Prefix ;RIR
Austria (AT) Flag ;45.84.252.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;45.84.252.0/22 ;RIPE
United Kingdom (GB) Flag ;45.130.84.0/24 ;Privat Kommunikation Sverige AB ;;45.130.84.0/22 ;RIPE
United Kingdom (GB) Flag ;45.130.85.0/24 ;Privat Kommunikation Sverige AB ;;45.130.84.0/22 ;RIPE
United States (US) Flag ;45.135.229.0/24 ;G-Core Labs Customer assignment ;;45.135.228.0/22 ;RIPE
Germany (DE) Flag ;45.137.247.0/24 ;GPORTAL ;;45.137.244.0/22 ;RIPE
Netherlands (NL) Flag ;45.147.160.0/24 ;G-Core Labs Customer assignment ;;45.147.160.0/22 ;RIPE
Russian Federation (RU) Flag ;45.147.162.0/24 ;G-Core Labs Customer assignment ;;45.147.160.0/22 ;RIPE
Switzerland (CH) Flag ;45.148.4.0/24 ;Privat Kommunikation Sverige AB ;;45.148.4.0/22 ;RIPE
Sweden (SE) Flag ;46.230.176.0/20 ;Net1 Sverige AB ;;46.230.176.0/20 ;RIPE
Sweden (SE) Flag ;46.230.192.0/20 ;Net1 Sverige AB ;;46.230.192.0/18 ;RIPE
Sweden (SE) Flag ;46.230.208.0/21 ;Net1 Sverige AB ;;46.230.192.0/18 ;RIPE
Sweden (SE) Flag ;46.230.208.0/20 ;Net1 Sverige AB ;;46.230.192.0/18 ;RIPE
Sweden (SE) Flag ;46.230.216.0/21 ;Net1 Sverige AB ;;46.230.192.0/18 ;RIPE
Sweden (SE) Flag ;46.230.224.0/20 ;Net1 Sverige AB ;;46.230.192.0/18 ;RIPE
European Union (EU) Flag ;62.115.0.0/16 ;Telia Company AB ;;62.115.0.0/16 ;RIPE
Canada (CA) Flag ;64.34.120.0/22 ;ISQ Solutions Inc. ;;64.34.0.0/16 ;ARIN
United States (US) Flag ;64.225.0.0/20 ;DigitalOcean, LLC ;;64.225.0.0/17 ;ARIN
United States (US) Flag ;64.225.16.0/20 ;DigitalOcean, LLC ;;64.225.0.0/17 ;ARIN
United States (US) Flag ;64.225.32.0/20 ;DigitalOcean, LLC ;;64.225.0.0/17 ;ARIN
United States (US) Flag ;64.225.48.0/20 ;DigitalOcean, LLC ;;64.225.0.0/17 ;ARIN
United States (US) Flag ;64.225.88.0/22 ;DigitalOcean, LLC ;;64.225.0.0/17 ;ARIN
United States (US) Flag ;64.225.112.0/20 ;DigitalOcean, LLC ;;64.225.0.0/17 ;ARIN
United States (US) Flag ;64.227.0.0/20 ;DigitalOcean, LLC ;;64.227.0.0/17 ;ARIN
United States (US) Flag ;64.227.16.0/20 ;DigitalOcean, LLC ;;64.227.0.0/17 ;ARIN
United States (US) Flag ;64.227.48.0/20 ;DigitalOcean, LLC ;;64.227.0.0/17 ;ARIN
United States (US) Flag ;64.227.80.0/20 ;DigitalOcean, LLC ;;64.227.0.0/17 ;ARIN
United States (US) Flag ;64.227.96.0/20 ;DigitalOcean, LLC ;;64.227.0.0/17 ;ARIN
United States (US) Flag ;67.205.128.0/20 ;DigitalOcean, LLC ;;67.205.128.0/18 ;ARIN
United States (US) Flag ;67.205.144.0/20 ;DigitalOcean, LLC ;;67.205.128.0/18 ;ARIN
United States (US) Flag ;67.205.160.0/20 ;DigitalOcean, LLC ;;67.205.128.0/18 ;ARIN
United States (US) Flag ;67.205.176.0/20 ;DigitalOcean, LLC ;;67.205.128.0/18 ;ARIN
United States (US) Flag ;67.207.64.0/24 ;DigitalOcean, LLC ;;67.207.64.0/19 ;ARIN
United States (US) Flag ;67.207.65.0/24 ;DigitalOcean, LLC ;;67.207.64.0/19 ;ARIN
United States (US) Flag ;67.207.66.0/24 ;DigitalOcean, LLC ;;67.207.64.0/19 ;ARIN
United States (US) Flag ;67.207.80.0/20 ;DigitalOcean, LLC ;;67.207.64.0/19 ;ARIN
United States (US) Flag ;68.183.16.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.48.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.96.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.112.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.128.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.144.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.160.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.192.0/20 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;68.183.248.0/22 ;DigitalOcean, LLC ;;68.183.0.0/16 ;ARIN
United States (US) Flag ;69.55.49.0/24 ;ServerStack, Inc. ;;69.55.48.0/20 ;ARIN
United States (US) Flag ;69.55.54.0/24 ;ServerStack, Inc. ;;69.55.48.0/20 ;ARIN
United States (US) Flag ;69.55.55.0/24 ;ServerStack, Inc. ;;69.55.48.0/20 ;ARIN
United States (US) Flag ;72.246.240.0/22 ;Akamai Technologies, Inc. ;;72.246.0.0/15 ;ARIN
United States (US) Flag ;72.247.64.0/21 ;Akamai Technologies, Inc. ;;72.246.0.0/15 ;ARIN
European Union (EU) Flag ;80.91.240.0/20 ;Telia Company AB ;;80.91.240.0/20 ;RIPE
European Union (EU) Flag ;80.91.248.0/21 ;Telia International Carrier ;;80.91.240.0/20 ;RIPE
European Union (EU) Flag ;80.239.128.0/19 ;Telia Company AB ;;80.239.128.0/20 ;RIPE
European Union (EU) Flag ;80.239.160.0/19 ;Telia Company AB ;;80.239.160.0/20 ;RIPE
European Union (EU) Flag ;80.239.192.0/19 ;Telia Company AB ;;80.239.192.0/20 ;RIPE
European Union (EU) Flag ;80.239.224.0/19 ;Telia Company AB ;;80.239.224.0/20 ;RIPE
Germany (DE) Flag ;84.254.68.0/22 ;C&S Breitband GmbH ;;84.254.68.0/22 ;RIPE
Sweden (SE) Flag ;91.149.32.0/20 ;Netett Sverige AB ;;91.149.32.0/20 ;RIPE
Russian Federation (RU) Flag ;91.202.245.0/24 ;nxa gamecloud 1 ;;91.202.244.0/22 ;RIPE
Russian Federation (RU) Flag ;91.202.246.0/23 ;nxa gamecloud ;;91.202.244.0/22 ;RIPE
United States (US) Flag ;91.243.81.0/24 ;G-Core Labs S.A. ;;91.243.80.0/21 ;RIPE
Luxembourg (LU) Flag ;91.243.85.0/24 ;G-Core Labs Customer assignment ;;91.243.80.0/21 ;RIPE
United States (US) Flag ;92.38.132.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
United States (US) Flag ;92.38.133.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Russian Federation (RU) Flag ;92.38.138.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Russian Federation (RU) Flag ;92.38.139.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Netherlands (NL) Flag ;92.38.140.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Singapore (SG) Flag ;92.38.141.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.143.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.145.0/24 ;G-Core Labs S.A. ;;92.38.128.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.146.0/24 ;G-Core Labs S.A. ;;92.38.128.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.147.0/24 ;G-Core Labs S.A. ;;92.38.128.0/19 ;RIPE
Russian Federation (RU) Flag ;92.38.152.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Russian Federation (RU) Flag ;92.38.153.0/24 ;G-Core Labs Customer assignment ;;92.38.128.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.157.0/24 ;G-Core Labs S.A. ;;92.38.128.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.162.0/24 ;G-Core Labs Customer assignment ;;92.38.160.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.163.0/24 ;G-Core Labs Customer assignment ;;92.38.160.0/19 ;RIPE
United States (US) Flag ;92.38.170.0/24 ;G-Core Labs Customer assignment ;;92.38.160.0/19 ;RIPE
Luxembourg (LU) Flag ;92.38.172.0/24 ;G-Core Labs Customer assignment ;;92.38.160.0/19 ;RIPE
Singapore (SG) Flag ;92.38.182.0/24 ;G-Core Labs Customer assignment ;;92.38.160.0/19 ;RIPE
Netherlands (NL) Flag ;92.38.184.0/24 ;G-Core Labs Customer assignment ;;92.38.160.0/19 ;RIPE
Germany (DE) Flag ;92.223.0.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Germany (DE) Flag ;92.223.1.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Germany (DE) Flag ;92.223.2.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Germany (DE) Flag ;92.223.3.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.4.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.5.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.6.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.7.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.8.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Singapore (SG) Flag ;92.223.16.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Singapore (SG) Flag ;92.223.17.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.18.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.19.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.20.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.21.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.22.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.23.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.24.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.26.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.27.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Singapore (SG) Flag ;92.223.28.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Singapore (SG) Flag ;92.223.29.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Germany (DE) Flag ;92.223.30.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Netherlands (NL) Flag ;92.223.31.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.32.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.33.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.34.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.39.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.40.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.41.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.42.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.44.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.45.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.50.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.51.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Hong Kong (HK) Flag ;92.223.52.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.54.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.56.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.57.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.59.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.66.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.68.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.69.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Hong Kong (HK) Flag ;92.223.76.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.82.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.83.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Singapore (SG) Flag ;92.223.85.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Singapore (SG) Flag ;92.223.86.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.88.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Cyprus (CY) Flag ;92.223.90.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Singapore (SG) Flag ;92.223.95.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.96.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.97.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.98.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.99.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.101.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.102.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.103.0/24 ;G-Core Labs S.A. ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.105.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Russian Federation (RU) Flag ;92.223.106.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Luxembourg (LU) Flag ;92.223.113.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.120.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
United States (US) Flag ;92.223.121.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Netherlands (NL) Flag ;92.223.127.0/24 ;G-Core Labs Customer assignment ;;92.223.0.0/17 ;RIPE
Denmark (DK) Flag ;92.241.192.0/20 ;Nordisk Mobiltelefon Denmark A/S ;;92.241.192.0/19 ;RIPE
Denmark (DK) Flag ;92.241.216.0/22 ;NET NMT DK SUB1 ;;92.241.192.0/19 ;RIPE
Sweden (SE) Flag ;92.241.220.0/22 ;NET NMT SE ;;92.241.192.0/19 ;RIPE
Germany (DE) Flag ;94.16.8.0/24 ;SSP Europe IT GmbH ;;94.16.0.0/19 ;RIPE
Germany (DE) Flag ;94.16.12.0/24 ;SSP Europe IT GmbH ;;94.16.0.0/19 ;RIPE
Germany (DE) Flag ;94.16.14.0/24 ;SSP Europe IT GmbH ;;94.16.0.0/19 ;RIPE
Germany (DE) Flag ;94.16.21.0/24 ;SSP Europe IT GmbH ;;94.16.0.0/19 ;RIPE
Germany (DE) Flag ;94.16.22.0/24 ;SSP Europe IT GmbH ;;94.16.0.0/19 ;RIPE
Germany (DE) Flag ;94.16.24.0/24 ;SSP Europe IT GmbH ;;94.16.0.0/19 ;RIPE
Germany (DE) Flag ;94.16.99.0/24 ;SSP Europe IT GmbH ;;94.16.96.0/19 ;RIPE
Germany (DE) Flag ;94.16.100.0/24 ;SSP Europe IT GmbH ;;94.16.96.0/19 ;RIPE
Germany (DE) Flag ;94.16.101.0/24 ;SSP Europe IT GmbH ;;94.16.96.0/19 ;RIPE
Germany (DE) Flag ;94.16.102.0/24 ;SSP Europe IT GmbH ;;94.16.96.0/19 ;RIPE
European Union (EU) Flag ;95.101.133.0/24 ;Akamai Technologies ;;95.100.0.0/15 ;RIPE
United States (US) Flag ;96.16.192.0/21 ;Akamai Technologies, Inc. ;;96.16.0.0/15 ;ARIN
United States (US) Flag ;96.17.4.0/22 ;Akamai Technologies, Inc. ;;96.16.0.0/15 ;ARIN
United States (US) Flag ;103.47.204.0/22 ;Sand Dune Mail Ltd ;;103.47.204.0/22 ;APNIC
Netherlands (NL) Flag ;104.75.14.0/23 ;Akamai International, BV ;;104.64.0.0/10 ;ARIN
Netherlands (NL) Flag ;104.75.48.0/20 ;Akamai International, BV ;;104.64.0.0/10 ;ARIN
Netherlands (NL) Flag ;104.75.64.0/20 ;Akamai International, BV ;;104.64.0.0/10 ;ARIN
Netherlands (NL) Flag ;104.75.80.0/22 ;Akamai International, BV ;;104.64.0.0/10 ;ARIN
United States (US) Flag ;104.88.192.0/24 ;Akamai Technologies, Inc. ;;104.64.0.0/10 ;ARIN
United States (US) Flag ;104.103.64.0/22 ;Akamai Technologies, Inc. ;;104.64.0.0/10 ;ARIN
United States (US) Flag ;104.131.0.0/18 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.131.64.0/18 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.131.128.0/20 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.131.144.0/20 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.131.160.0/20 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.131.176.0/20 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.131.192.0/19 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.131.224.0/19 ;DigitalOcean, LLC ;;104.131.0.0/16 ;ARIN
United States (US) Flag ;104.236.0.0/18 ;DigitalOcean, LLC ;;104.236.0.0/16 ;ARIN
United States (US) Flag ;104.236.64.0/18 ;DigitalOcean, LLC ;;104.236.0.0/16 ;ARIN
United States (US) Flag ;104.236.128.0/18 ;DigitalOcean, LLC ;;104.236.0.0/16 ;ARIN
United States (US) Flag ;104.236.192.0/18 ;DigitalOcean, LLC ;;104.236.0.0/16 ;ARIN
United States (US) Flag ;104.248.0.0/20 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;104.248.48.0/20 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;104.248.64.0/20 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;104.248.104.0/22 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;104.248.108.0/22 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
